CreditGrade,Term,LoanStatus,ListingCreationDate,BorrowerAPR,BorrowerRate,ProsperScore,ListingCategory,BorrowerState,Occupation,EmploymentStatus,IsBorrowerHomeowner,DebtToIncomeRatio,StatedMonthlyIncome,OnTimeProsperPayments,Recommendations,LoanOriginalAmount,MonthlyLoanPayment,CreditScoreAvg
C,36,Chargedoff,2007-11-20 11:00:25.317,0.20634,0.199,5.950066585742402,Not Available,WA,Religious,Full-time,True,0.42,6000.0,22.271949286846276,0,3000,111.34,669.5
C,36,Chargedoff,2008-07-20 07:26:22.543,0.12105999999999999,0.1,5.950066585742402,Debt Consolidation,NY,Nurse (LPN),Part-time,False,0.29,2000.0,22.271949286846276,0,7000,225.87,649.5
D,36,Completed,2008-08-28 10:30:17.287,0.2021,0.18,5.950066585742402,Business,IL,Other,Full-time,False,0.16,2500.0,22.271949286846276,0,1000,36.15,609.5
E,36,Chargedoff,2007-11-06 07:57:48.823,0.32583,0.31,5.950066585742402,Not Available,CA,Computer Programmer,Full-time,False,0.08,3166.666667,22.271949286846276,0,3000,129.0,589.5
B,36,Completed,2008-08-04 20:39:14.890,0.27404,0.2587,5.950066585742402,Student Use,ID,Homemaker,Full-time,False,0.27594660400633886,4.1666669999999995,2.0,1,9730,391.35,709.5
C,36,Defaulted,2008-03-04 06:40:15.103,0.28481999999999996,0.2616,5.950066585742402,Student Use,IL,Other,Full-time,False,0.33,2500.0,22.271949286846276,0,5500,222.07,649.5
E,36,Defaulted,2007-01-02 13:13:33.590,0.25903000000000004,0.24,5.950066585742402,Not Available,MI,Other,Not available,False,0.42,5000.0,22.271949286846276,0,1000,39.23,549.5
AA,36,Defaulted,2007-05-07 18:08:10.973,0.12197999999999999,0.115,5.950066585742402,Not Available,CA,Principal,Full-time,False,0.27,8000.0,22.271949286846276,0,25000,824.4,769.5
C,36,Chargedoff,2007-08-16 15:35:41.967,0.1973,0.19,5.950066585742402,Not Available,MI,Laborer,Full-time,True,0.16,4942.25,22.271949286846276,0,8500,311.58,649.5
C,36,Completed,2007-10-17 20:05:17.787,0.17722000000000002,0.17,5.950066585742402,Not Available,IL,Professional,Full-time,True,0.2,5666.666667,22.271949286846276,0,6000,99.58,649.5
C,36,Completed,2007-09-11 06:36:50.293,0.16505999999999998,0.1579,5.950066585742402,Not Available,OH,Nurse (RN),Full-time,True,0.29,3666.666667,22.271949286846276,0,5000,175.27,649.5
B,36,Completed,2007-06-12 11:36:12.133,0.127,0.12,5.950066585742402,Not Available,IL,Other,Self-employed,True,2.95,416.666667,22.271949286846276,0,5000,166.07,709.5
A,36,Defaulted,2007-12-18 15:16:05.933,0.14207,0.135,5.950066585742402,Auto,NY,Other,Full-time,True,0.13,4583.333333,10.0,0,5050,79.66,729.5
C,36,Completed,2008-10-03 11:25:42.293,0.34025,0.3,5.950066585742402,Debt Consolidation,ND,Analyst,Full-time,True,0.28,5250.0,22.271949286846276,0,1500,63.68,669.5
E,36,Completed,2008-07-26 13:45:15.483,0.2021,0.18,5.950066585742402,Debt Consolidation,WA,Postal Service,Full-time,False,0.08,5462.166667,22.271949286846276,0,1500,54.23,569.5
E,36,Completed,2008-09-23 20:16:17.347,0.37453000000000003,0.35,5.950066585742402,Debt Consolidation,CA,Professional,Full-time,False,0.15,5000.0,22.271949286846276,0,1000,45.24,589.5
HR,36,Defaulted,2006-10-15 20:48:51.923,0.11244000000000001,0.095,5.950066585742402,Not Available,TN,Skilled Labor,Not available,False,0.13,2500.0,22.271949286846276,0,1000,32.03,509.5
C,36,Completed,2007-06-27 13:40:38.757,0.21236999999999998,0.205,5.950066585742402,Not Available,IL,Executive,Full-time,True,0.1,15600.0,22.271949286846276,0,15000,561.28,669.5
C,36,Chargedoff,2007-09-11 10:18:10.543,0.23748000000000002,0.23,5.950066585742402,Not Available,MO,Other,Full-time,False,0.16,1759.0,22.271949286846276,0,6000,232.26,649.5
HR,36,Chargedoff,2006-11-24 13:14:57.673,0.29775999999999997,0.29,5.950066585742402,Not Available,CA,Student - College Senior,Not available,False,0.1,2000.0,22.271949286846276,0,2550,106.86,489.5
B,36,Completed,2007-12-13 20:08:06.443,0.13705,0.13,5.950066585742402,Debt Consolidation,MN,Other,Self-employed,False,0.27594660400633886,0.0,22.271949286846276,0,5000,168.47,689.5
B,36,Completed,2007-11-19 16:30:11.387,0.17219,0.165,5.950066585742402,Not Available,MI,Other,Full-time,True,0.33,3833.333333,22.271949286846276,0,10000,354.04,709.5
A,36,Completed,2007-08-14 11:33:55.960,0.11897,0.112,5.950066585742402,Not Available,OR,Sales - Retail,Full-time,False,0.23,2416.666667,22.271949286846276,0,13000,426.84,729.5
C,36,Completed,2007-12-31 12:11:00.467,0.17521,0.168,5.950066585742402,Personal Loan,CA,Medical Technician,Full-time,True,0.42,2317.25,22.271949286846276,1,2750,97.77,649.5
C,36,Completed,2007-04-22 19:15:58.950,0.20819000000000001,0.199,5.950066585742402,Not Available,MO,Other,Full-time,True,0.21,2873.583333,22.271949286846276,0,2000,71.42,649.5
B,36,Completed,2007-11-24 21:36:49.637,0.13705,0.13,5.950066585742402,Not Available,NE,Postal Service,Full-time,True,0.19,4159.0,13.0,1,10000,336.94,709.5
D,36,Completed,2008-09-30 13:12:14.443,0.23226,0.2,5.950066585742402,Student Use,MI,Accountant/CPA,Full-time,False,0.14,3640.0,22.271949286846276,0,1750,65.04,609.5
D,36,Completed,2007-04-21 14:34:04.547,0.23456999999999997,0.2271,5.950066585742402,Not Available,CA,Food Service,Part-time,False,2.94,79.166667,22.271949286846276,0,5000,192.79,629.5
A,36,Defaulted,2007-03-28 08:15:28.613,0.09688,0.09,5.950066585742402,Not Available,KS,Computer Programmer,Full-time,False,0.13,4833.333333,22.271949286846276,0,5000,159.0,729.5
B,36,Completed,2007-11-08 14:58:44.673,0.11937,0.1124,5.950066585742402,Not Available,CA,Waiter/Waitress,Part-time,False,0.12,3000.0,22.271949286846276,0,2500,82.13,709.5
A,36,Completed,2008-04-18 10:47:53.717,0.13602,0.1219,5.950066585742402,Debt Consolidation,CA,Professional,Full-time,True,0.1,7083.333333,22.271949286846276,0,10000,296.63,729.5
A,36,Chargedoff,2006-09-12 21:40:45.523,0.18725999999999998,0.18,5.950066585742402,Not Available,ID,Other,Not available,True,0.82,833.333333,22.271949286846276,0,8500,307.3,729.5
A,36,Completed,2007-03-01 19:39:03.093,0.14156,0.1345,5.950066585742402,Not Available,GA,Other,Full-time,True,0.28,6006.416667,22.271949286846276,0,25000,825.51,729.5
D,36,Defaulted,2007-06-14 19:40:55.943,0.23949,0.232,5.950066585742402,Not Available,GA,Analyst,Full-time,False,0.18,4583.333333,22.271949286846276,0,6000,0.0,629.5
A,36,Completed,2008-05-09 08:41:04.993,0.1085,0.0946,5.950066585742402,Personal Loan,IL,Analyst,Full-time,False,0.18,3500.0,22.271949286846276,0,3000,96.04,749.5
AA,36,Chargedoff,2007-04-11 22:05:25.027,0.1491,0.142,5.950066585742402,Not Available,CA,Professional,Full-time,True,0.74,4758.583333,22.271949286846276,0,25000,856.87,789.5
D,36,Chargedoff,2008-05-07 15:35:49.377,0.18436,0.1625,5.950066585742402,Business,HI,Truck Driver,Self-employed,False,0.02,12500.0,22.271949286846276,2,3000,105.84,609.5
D,36,Completed,2008-08-03 03:16:46.647,0.27305999999999997,0.25,5.950066585742402,Business,ID,Laborer,Full-time,False,0.25,1250.0,22.271949286846276,0,1800,71.57,629.5
E,36,Defaulted,2006-09-02 11:54:59.913,0.28168000000000004,0.274,5.950066585742402,Not Available,CA,Professional,Not available,False,0.07,5227.0,22.271949286846276,0,3200,131.33,549.5
D,36,Completed,2007-11-08 04:22:35.990,0.22868000000000002,0.21,5.950066585742402,Not Available,ID,Other,Full-time,False,0.09,3208.333333,22.271949286846276,0,1000,37.68,609.5
AA,36,Completed,2008-02-25 07:09:17.807,0.11648,0.099,5.950066585742402,Business,OR,Professional,Full-time,True,0.27594660400633886,0.0,22.271949286846276,0,1000,32.22,809.5
A,36,Completed,2008-10-06 12:03:16.350,0.16435999999999998,0.15,5.950066585742402,Business,TX,Accountant/CPA,Full-time,True,0.19,8500.0,22.271949286846276,0,20000,693.31,729.5
C,36,Completed,2007-07-29 09:49:12.323,0.15286,0.135,5.950066585742402,Not Available,MN,Other,Full-time,False,0.02,2833.333333,22.271949286846276,0,1000,33.94,669.5
AA,36,Completed,2007-12-07 11:16:02.513,0.0768,0.07,5.950066585742402,Business,NY,Retail Management,Full-time,True,0.04,3153.583333,22.271949286846276,0,4000,123.51,769.5
C,36,Chargedoff,2007-10-15 18:48:00.370,0.13604000000000002,0.129,5.950066585742402,Not Available,GA,Truck Driver,Full-time,True,0.14,4311.666667,22.271949286846276,1,7000,235.52,649.5
AA,36,Completed,2008-09-14 17:16:54.617,0.14458,0.1375,5.950066585742402,Business,MD,Dentist,Full-time,True,0.08,23750.0,22.271949286846276,0,20000,681.13,829.5
AA,36,Completed,2008-04-19 10:10:58.667,0.20735,0.2,5.950066585742402,Home Improvement,MD,Realtor,Self-employed,True,0.27594660400633886,0.0,22.271949286846276,1,25000,889.37,809.5
HR,36,Chargedoff,2007-05-02 13:06:09.560,0.30962,0.29,5.950066585742402,Not Available,MO,Other,Self-employed,False,0.35,1250.0,22.271949286846276,0,1000,41.91,529.5
B,36,Completed,2007-12-12 10:26:14.140,0.11194000000000001,0.105,5.950066585742402,Debt Consolidation,VA,Civil Service,Full-time,False,0.14,4987.666667,22.271949286846276,0,2600,84.51,689.5
AA,36,Defaulted,2007-01-23 17:49:23.313,0.12197999999999999,0.115,5.950066585742402,Not Available,OR,Construction,Not available,False,0.09,13333.333333,22.271949286846276,0,25000,824.4,769.5
A,36,Chargedoff,2007-11-07 20:14:03.273,0.16717,0.16,5.950066585742402,Not Available,IL,Doctor,Full-time,True,0.33,18416.666666999998,22.271949286846276,0,12500,439.46,749.5
C,36,Completed,2007-08-06 17:11:20.113,0.20634,0.199,5.950066585742402,Not Available,CA,Other,Full-time,False,0.16,3671.0,22.271949286846276,0,5000,185.56,649.5
C,36,Completed,2007-07-25 14:40:05.643,0.14709,0.14,5.950066585742402,Not Available,CA,Other,Full-time,True,0.23,4583.333333,22.271949286846276,0,2600,88.86,649.5
D,36,Completed,2008-01-05 08:45:21.393,0.37453000000000003,0.35,5.950066585742402,Personal Loan,GA,Civil Service,Full-time,False,0.07,5445.583333,22.271949286846276,0,3100,116.2,609.5
A,36,Completed,2007-12-13 04:45:03.613,0.14709,0.14,5.950066585742402,Debt Consolidation,MA,Professional,Full-time,True,0.25,7583.333333,22.271949286846276,0,20000,673.67,749.5
C,36,Completed,2008-06-24 04:12:42.103,0.37453000000000003,0.35,5.950066585742402,Business,FL,Professional,Full-time,False,0.14,4600.0,22.271949286846276,0,4000,180.94,649.5
E,36,Chargedoff,2007-04-10 19:05:38.650,0.26627,0.251,5.950066585742402,Not Available,IL,Executive,Full-time,True,0.18,8000.0,22.271949286846276,0,8000,318.5,589.5
B,36,Defaulted,2007-05-27 08:12:40.937,0.14558,0.1385,5.950066585742402,Not Available,WI,Pharmacist,Full-time,False,0.19,2333.333333,22.271949286846276,0,4999,170.49,689.5
D,36,Chargedoff,2008-02-05 20:28:08.973,0.25517,0.24,5.950066585742402,Student Use,MI,Executive,Full-time,True,0.1,7916.666667,10.0,0,2500,98.08,629.5
D,36,Chargedoff,2008-04-22 19:54:35.730,0.17677,0.155,5.950066585742402,Debt Consolidation,NY,Food Service,Part-time,False,0.45,1250.0,22.271949286846276,0,5000,174.55,629.5
C,36,Completed,2008-04-23 15:44:57.853,0.12562,0.1045,5.950066585742402,Home Improvement,AL,Analyst,Full-time,True,0.22,6833.333333,22.271949286846276,0,2300,74.7,649.5
C,36,Completed,2008-06-15 18:27:39.660,0.2021,0.18,5.950066585742402,Debt Consolidation,MN,Professional,Full-time,False,0.24,3583.333333,22.271949286846276,0,1000,36.15,649.5
E,36,Completed,2007-02-28 11:27:37.870,0.26526,0.25,5.950066585742402,Not Available,CA,Engineer - Chemical,Full-time,False,0.18,2583.333333,22.271949286846276,0,2750,103.06,569.5
C,36,Completed,2008-03-24 06:26:50.170,0.12562,0.1045,5.950066585742402,Personal Loan,WI,Other,Full-time,False,0.22,3531.0,22.271949286846276,0,7499,183.47,649.5
A,36,Chargedoff,2008-09-19 21:27:59.267,0.35613,0.34,5.950066585742402,Business,CO,Other,Self-employed,True,0.27594660400633886,15833.333333,22.271949286846276,0,25000,1116.8,729.5
D,36,Completed,2008-04-27 12:19:42.357,0.17677,0.155,5.950066585742402,Debt Consolidation,SC,Military Enlisted,Full-time,False,0.27,2083.333333,22.271949286846276,0,5200,181.54,609.5
B,36,Completed,2007-09-19 12:00:02.157,0.11696,0.11,5.950066585742402,Not Available,IL,Other,Full-time,False,0.28,2112.5,22.271949286846276,1,4500,147.32,709.5
HR,36,Defaulted,2007-01-29 14:14:15.743,0.28203,0.27,5.950066585742402,Not Available,MO,Retail Management,Not available,False,0.27594660400633886,1833.3333329999998,22.271949286846276,0,1600,65.32,529.5
A,36,Completed,2008-09-06 17:59:20.467,0.20108,0.1864,5.950066585742402,Other,NY,Other,Full-time,False,0.27594660400633886,3750.0,22.271949286846276,0,14500,528.88,729.5
AA,36,Completed,2008-05-09 20:27:43.210,0.10440999999999999,0.0975,5.950066585742402,Personal Loan,WA,Professional,Full-time,True,0.3,5546.666667,7.0,1,8000,257.2,769.5
A,36,Completed,2007-12-04 03:41:09.510,0.1499,0.1428,5.950066585742402,Not Available,NY,Other,Full-time,True,0.35,4350.0,22.271949286846276,0,8000,271.08,749.5
D,36,Completed,2007-04-23 13:43:46.200,0.22734000000000001,0.2199,5.950066585742402,Not Available,IL,Attorney,Full-time,False,0.07,14444.416667,22.271949286846276,0,10000,381.85,629.5
B,36,Chargedoff,2008-06-28 13:18:14.307,0.2143,0.1995,5.950066585742402,Business,MD,Engineer - Mechanical,Full-time,True,0.26,7583.333333,5.0,1,11000,408.52,689.5
B,36,Chargedoff,2007-09-13 19:06:49.397,0.15502,0.1479,5.950066585742402,Not Available,CO,Sales - Commission,Full-time,False,0.32,2833.333333,22.271949286846276,0,12840,443.78,689.5
AA,36,Completed,2007-03-13 17:05:54.643,0.08433,0.0775,5.950066585742402,Not Available,AR,Engineer - Mechanical,Full-time,True,0.05,5416.666667,22.271949286846276,1,5000,156.11,769.5
A,36,Completed,2008-08-15 14:55:05.083,0.2148,0.2,5.950066585742402,Debt Consolidation,NY,Other,Part-time,False,0.11,2666.666667,22.271949286846276,0,5000,185.82,749.5
A,36,Completed,2007-11-16 13:50:59.960,0.08995,0.0831,5.950066585742402,Not Available,TX,Executive,Full-time,True,0.12,15416.666667,6.0,0,2500,78.7,729.5
E,36,Chargedoff,2008-01-05 04:16:41.013,0.37453000000000003,0.35,5.950066585742402,Personal Loan,IL,Professional,Full-time,False,0.12,5583.333333,22.271949286846276,0,1500,67.85,569.5
B,36,Completed,2008-07-22 01:49:05.210,0.18877,0.1742,5.950066585742402,Auto,OH,Other,Full-time,True,0.12,2080.833333,22.271949286846276,1,7000,247.73,709.5
D,36,Chargedoff,2007-06-11 07:16:26.870,0.21236999999999998,0.205,5.950066585742402,Not Available,GA,Laborer,Full-time,False,0.09,1204.166667,22.271949286846276,0,3001,112.29,629.5
C,36,Completed,2007-11-24 20:16:38.747,0.16717,0.16,5.950066585742402,Not Available,UT,Professional,Full-time,True,0.19,6250.0,22.271949286846276,0,7250,251.31,649.5
D,36,Chargedoff,2008-05-05 17:44:23.670,0.22236999999999998,0.2,5.950066585742402,Student Use,MN,Waiter/Waitress,Part-time,False,0.15,708.333333,22.271949286846276,0,2500,92.91,629.5
D,36,Chargedoff,2008-04-11 13:13:13.960,0.17677,0.155,5.950066585742402,Personal Loan,WA,Other,Full-time,False,0.24,4000.0,7.0,0,7500,261.83,629.5
C,36,Completed,2008-02-20 07:59:19.677,0.13625,0.115,5.950066585742402,Other,NY,Sales - Retail,Full-time,False,0.25,1500.0,22.271949286846276,0,1700,56.06,669.5
B,36,Completed,2008-03-16 12:46:35.460,0.13814,0.124,5.950066585742402,Debt Consolidation,AZ,Engineer - Chemical,Full-time,False,0.17,5616.0,22.271949286846276,0,11500,384.17,709.5
B,36,Completed,2008-06-24 17:20:49.397,0.20572,0.191,5.950066585742402,Other,NY,Other,Full-time,False,0.19,3600.083333,22.271949286846276,0,14000,359.99,689.5
C,36,Completed,2008-03-22 12:58:13.627,0.16978,0.1481,5.950066585742402,Debt Consolidation,FL,Food Service Management,Full-time,False,0.42,2708.333333,22.271949286846276,1,10000,345.72,669.5
HR,36,Completed,2008-03-25 22:10:02.123,0.21223000000000003,0.19,5.950066585742402,Debt Consolidation,UT,Social Worker,Full-time,False,0.12,2000.0,19.0,0,2000,73.31,529.5
D,36,Chargedoff,2008-04-17 15:31:32.983,0.17677,0.155,5.950066585742402,Debt Consolidation,DC,Other,Retired,False,0.37,1358.0,22.271949286846276,0,7500,261.83,609.5
C,36,Chargedoff,2008-03-03 04:54:17.080,0.20451,0.1945,5.950066585742402,Personal Loan,MO,Retail Management,Full-time,True,0.16,4876.583333,10.0,1,5500,202.86,669.5
B,36,Defaulted,2008-03-20 20:21:45.640,0.18958,0.175,5.950066585742402,Personal Loan,WA,Realtor,Full-time,False,0.52,919.333333,22.271949286846276,0,4000,143.61,709.5
D,36,Completed,2007-08-11 18:36:18.490,0.18725999999999998,0.18,5.950066585742402,Not Available,OR,Other,Full-time,False,0.18,2083.333333,22.271949286846276,0,9000,325.37,629.5
HR,36,Completed,2008-10-01 23:58:42.150,0.39155,0.35,5.950066585742402,Debt Consolidation,MO,Other,Full-time,False,0.21,2750.0,22.271949286846276,0,1499,67.81,549.5
D,36,Completed,2008-02-09 23:22:40.893,0.22374000000000002,0.2126,5.950066585742402,Debt Consolidation,CA,Bus Driver,Full-time,False,0.08,6250.0,22.271949286846276,0,5000,189.04,609.5
C,36,Chargedoff,2008-05-23 09:58:38.333,0.12562,0.1045,5.950066585742402,Personal Loan,FL,Laborer,Full-time,False,0.1,2583.333333,22.271949286846276,0,5000,162.39,649.5
E,36,Chargedoff,2007-03-03 12:03:12.850,0.2592,0.244,5.950066585742402,Not Available,MO,Clerical,Full-time,False,0.19,1750.0,22.271949286846276,0,1500,59.16,569.5
HR,36,Defaulted,2006-11-24 21:56:26.223,0.29775999999999997,0.29,5.950066585742402,Not Available,UT,Sales - Retail,Not available,False,0.2,2916.666667,22.271949286846276,0,5000,209.53,489.5
D,36,Completed,2008-03-10 08:19:29.420,0.2325,0.21,5.950066585742402,Personal Loan,IL,Administrative Assistant,Full-time,False,0.24,2000.0,19.0,2,7500,282.56,609.5
E,36,Completed,2008-05-13 20:24:00.693,0.22236999999999998,0.2,5.950066585742402,Personal Loan,CA,Truck Driver,Full-time,False,0.05,2875.0,22.271949286846276,1,1000,36.12,569.5
HR,36,Defaulted,2006-12-15 11:25:07.143,0.30446,0.29,5.950066585742402,Not Available,OR,Other,Not available,False,0.22,1993.3333329999998,22.271949286846276,0,1350,56.57,469.5
HR,36,Completed,2006-08-24 05:05:41.233,0.2123,0.2,5.950066585742402,Not Available,LA,Military Enlisted,Not available,False,0.2,2599.5,22.271949286846276,0,1500,55.75,509.5
C,36,Completed,2007-12-19 17:55:06.717,0.22605,0.2074,5.950066585742402,Personal Loan,ME,Food Service Management,Full-time,False,0.1,2500.0,22.271949286846276,0,1000,37.54,649.5
A,36,Completed,2008-07-16 20:27:18.913,0.11646,0.1025,5.950066585742402,Business,LA,Sales - Retail,Self-employed,False,0.27594660400633886,2083.333333,22.271949286846276,1,2000,64.77,749.5
A,36,Completed,2008-02-23 23:00:09.670,0.36623,0.35,5.950066585742402,Student Use,ID,Other,Not employed,False,0.27594660400633886,0.0,0.0,1,12000,542.83,729.5
C,36,Completed,2007-05-15 04:56:20.250,0.17722000000000002,0.17,5.950066585742402,Not Available,MN,Professional,Full-time,False,0.21,5833.333333,22.271949286846276,0,9900,352.96,649.5
AA,36,Completed,2008-02-12 13:52:50.967,0.15713,0.15,5.950066585742402,Business,WI,Professional,Full-time,True,0.49,3583.333333,22.271949286846276,0,24000,831.97,849.5
C,36,Defaulted,2007-02-24 16:39:51.117,0.14419,0.13,5.950066585742402,Not Available,NE,Other,Full-time,True,10.01,4333.333333,22.271949286846276,0,1250,42.12,649.5
E,36,Completed,2007-07-06 14:50:06.210,0.18958,0.175,5.950066585742402,Not Available,UT,Social Worker,Full-time,False,0.07,2416.666667,22.271949286846276,1,2000,71.8,589.5
NC,36,Chargedoff,2006-10-16 21:43:33.180,0.23999,0.2325,5.950066585742402,Not Available,NM,Laborer,Not available,False,0.09,2083.333333,22.271949286846276,0,5000,194.2,9.5
E,36,Chargedoff,2007-08-03 20:40:36.600,0.28797,0.2725,5.950066585742402,Not Available,CA,Clerical,Full-time,False,0.22,4166.666667,22.271949286846276,0,3500,143.36,569.5
D,36,Completed,2008-06-01 18:57:13.697,0.16460999999999998,0.143,5.950066585742402,Debt Consolidation,NY,Social Worker,Full-time,False,0.32,3416.666667,22.271949286846276,0,5000,155.55,609.5
E,36,Completed,2007-03-07 23:26:31.573,0.25517,0.24,5.950066585742402,Not Available,MI,Police Officer/Correction Officer,Full-time,False,0.24,3750.0,22.271949286846276,0,8000,313.86,569.5
C,36,Completed,2006-08-04 09:28:55.650,0.13423,0.1272,5.950066585742402,Not Available,MO,Other,Not available,False,0.12,3896.083333,22.271949286846276,0,3220,108.06,669.5
A,36,Completed,2008-09-16 17:46:26.610,0.19462000000000002,0.18,5.950066585742402,Debt Consolidation,CA,Analyst,Full-time,True,0.13,4250.0,22.271949286846276,0,10000,361.52,749.5
C,36,Defaulted,2007-06-26 17:24:42.190,0.21006,0.2027,5.950066585742402,Not Available,UT,Other,Full-time,True,0.14,3416.666667,22.271949286846276,0,5300,197.7,649.5
